"RMSE";"Rsquared";"Resample";"n_vars"
0,394838893715343;0,0126736592835964;"Fold1.Rep01";1
0,395893423039189;0,0113053391880211;"Fold2.Rep01";1
0,392668996288271;0,010252231329557;"Fold3.Rep01";1
0,399966579634506;0,0104102882931499;"Fold4.Rep01";1
0,392326498642337;0,0107652931571772;"Fold5.Rep01";1
0,390119912062319;0,011335146727865;"Fold1.Rep02";1
0,397740516539984;0,0117687736268982;"Fold2.Rep02";1
0,386573148446702;0,011111348265075;"Fold3.Rep02";1
0,393680142560203;0,0103061045249948;"Fold4.Rep02";1
0,407332205527503;0,0108511293920173;"Fold5.Rep02";1
0,39601272805459;0,0123245559188935;"Fold1.Rep03";1
0,392114000950336;0,00961288601460375;"Fold2.Rep03";1
0,394803654315873;0,0113971162408561;"Fold3.Rep03";1
0,396081186853984;0,0119092559021465;"Fold4.Rep03";1
0,396704880014822;0,0102124814613836;"Fold5.Rep03";1
0,395051324239989;0,0115533336204718;"Fold1.Rep04";1
0,399903505911646;0,010482841428095;"Fold2.Rep04";1
0,390885879203399;0,0113772154904891;"Fold3.Rep04";1
0,396227063218898;0,0104848599231124;"Fold4.Rep04";1
0,393600806721909;0,0115008974184491;"Fold5.Rep04";1
0,392283577500014;0,0104944852721621;"Fold1.Rep05";1
0,398560688628565;0,0111129135506104;"Fold2.Rep05";1
0,399588002892574;0,0116877562705488;"Fold3.Rep05";1
0,396447240792195;0,0115235974896543;"Fold4.Rep05";1
0,388757019774292;0,0105523956149155;"Fold5.Rep05";1
0,390226060588726;0,0117563809967954;"Fold1.Rep06";1
0,393100381414646;0,0113409506417739;"Fold2.Rep06";1
0,397968386328274;0,00998763007552324;"Fold3.Rep06";1
0,401444090269636;0,0102898373753818;"Fold4.Rep06";1
0,392890233532007;0,0120666934385083;"Fold5.Rep06";1
0,388448587898881;0,0113071008996538;"Fold1.Rep07";1
0,398908721527818;0,0116536584379851;"Fold2.Rep07";1
0,401494055979078;0,0125238131022594;"Fold3.Rep07";1
0,38415046031074;0,00984012311364941;"Fold4.Rep07";1
0,402431507549034;0,010104597553997;"Fold5.Rep07";1
0,394557186184823;0,0129675532603873;"Fold1.Rep08";1
0,398884100745147;0,0099157941559811;"Fold2.Rep08";1
0,39152635876818;0,0113328641244937;"Fold3.Rep08";1
0,396375758653104;0,00995041505187498;"Fold4.Rep08";1
0,394349718892031;0,0113369404478947;"Fold5.Rep08";1
0,39617877140405;0,0102529088474856;"Fold1.Rep09";1
0,392205312643399;0,0113850989954783;"Fold2.Rep09";1
0,391275688189672;0,010236015903022;"Fold3.Rep09";1
0,390445745826941;0,0115866177489703;"Fold4.Rep09";1
0,40545901354963;0,011906439417388;"Fold5.Rep09";1
0,395061773477755;0,0102481876833434;"Fold1.Rep10";1
0,387979260577646;0,0127782667960615;"Fold2.Rep10";1
0,40254633960267;0,0102419157783988;"Fold3.Rep10";1
0,397418970182766;0,0099468471640778;"Fold4.Rep10";1
0,392580431967741;0,012324271601893;"Fold5.Rep10";1
0,388747143800224;0,0165765330994112;"Fold1.Rep01";2
0,391101869642446;0,0119973363632639;"Fold2.Rep01";2
0,389968142367118;0,0127480173285001;"Fold3.Rep01";2
0,39585436131806;0,0138267396478652;"Fold4.Rep01";2
0,407280163359211;0,0131629753478954;"Fold5.Rep01";2
0,390455982177571;0,0106698273494311;"Fold1.Rep02";2
0,391006400394596;0,0142867040906624;"Fold2.Rep02";2
0,392347469227822;0,0131118445668212;"Fold3.Rep02";2
0,396519403300415;0,0153233572233113;"Fold4.Rep02";2
0,402749219836048;0,0149061410200826;"Fold5.Rep02";2
0,399889284197605;0,0138728482463098;"Fold1.Rep03";2
0,398349632407353;0,0147222231515254;"Fold2.Rep03";2
0,391024346629967;0,0144501796858468;"Fold3.Rep03";2
0,397159577287148;0,01288858057909;"Fold4.Rep03";2
0,386657077847308;0,0122914340320123;"Fold5.Rep03";2
0,389511337919468;0,0137662529685223;"Fold1.Rep04";2
0,387635916595052;0,0141294036222862;"Fold2.Rep04";2
0,395919151292664;0,012655386638038;"Fold3.Rep04";2
0,397526417178069;0,0153067091456812;"Fold4.Rep04";2
0,402416898639932;0,0123709189029744;"Fold5.Rep04";2
0,395301553736078;0,0119316242924776;"Fold1.Rep05";2
0,400973319147766;0,0136334140782847;"Fold2.Rep05";2
0,391754286837218;0,0125138680233727;"Fold3.Rep05";2
0,392095636126564;0,015712414372149;"Fold4.Rep05";2
0,393016155285583;0,0143400551062847;"Fold5.Rep05";2
0,397838828177213;0,0131660717620044;"Fold1.Rep06";2
0,394354689083998;0,013597847531897;"Fold2.Rep06";2
0,393796622837958;0,0131235176089728;"Fold3.Rep06";2
0,39220880441199;0,0135642067240023;"Fold4.Rep06";2
0,394960892876937;0,0146271412440195;"Fold5.Rep06";2
0,398654104829556;0,0125223891060706;"Fold1.Rep07";2
0,40296902848058;0,0150891281510486;"Fold2.Rep07";2
0,391116030487302;0,0137273829181289;"Fold3.Rep07";2
0,389410959217075;0,0138224331339649;"Fold4.Rep07";2
0,390923844904786;0,0128305563467095;"Fold5.Rep07";2
0,396186884503837;0,0137968085640102;"Fold1.Rep08";2
0,39402616637859;0,0147392267417559;"Fold2.Rep08";2
0,398871975343497;0,0116606692318851;"Fold3.Rep08";2
0,395432881583776;0,0130234379764885;"Fold4.Rep08";2
0,388600462315238;0,0150461801363388;"Fold5.Rep08";2
0,389671930584777;0,0159448232175785;"Fold1.Rep09";2
0,393108256049005;0,0133095286724052;"Fold2.Rep09";2
0,398811870947956;0,0142690867857082;"Fold3.Rep09";2
0,391871094221415;0,0109841198362628;"Fold4.Rep09";2
0,399638426474611;0,0139220765484035;"Fold5.Rep09";2
0,395766907488328;0,0145528877015953;"Fold1.Rep10";2
0,391365454101262;0,0128325374590275;"Fold2.Rep10";2
0,389561830227218;0,012595662917979;"Fold3.Rep10";2
0,393741661501453;0,0148596344234792;"Fold4.Rep10";2
0,402615029977475;0,0133395440415011;"Fold5.Rep10";2
0,387591747008002;0,0167639772919746;"Fold1.Rep01";3
0,39648349851565;0,0157552666206281;"Fold2.Rep01";3
0,397434275283022;0,0172706121523316;"Fold3.Rep01";3
0,393155742997026;0,0141011171062403;"Fold4.Rep01";3
0,396553746623413;0,0138008264550006;"Fold5.Rep01";3
0,392417146946498;0,0157673488762637;"Fold1.Rep02";3
0,397667071099363;0,014787703779151;"Fold2.Rep02";3
0,398066605131338;0,0155045145096207;"Fold3.Rep02";3
0,391518601868861;0,0144208138583738;"Fold4.Rep02";3
0,391585689841839;0,0170071136513437;"Fold5.Rep02";3
0,388137237276563;0,0167967115131595;"Fold1.Rep03";3
0,397966826749298;0,0144702734279231;"Fold2.Rep03";3
0,388440493781609;0,0172888137891566;"Fold3.Rep03";3
0,401813114580562;0,0128622468446042;"Fold4.Rep03";3
0,394802140487078;0,0162248130183373;"Fold5.Rep03";3
0,390200640535994;0,0151312129779563;"Fold1.Rep04";3
0,394822268387263;0,0162260074043973;"Fold2.Rep04";3
0,396145288909796;0,0154054609897453;"Fold3.Rep04";3
0,395248684254553;0,0143205078958517;"Fold4.Rep04";3
0,394855513001587;0,0164092781269911;"Fold5.Rep04";3
0,395237183042641;0,0164498129073091;"Fold1.Rep05";3
0,390300394736449;0,0149096045343055;"Fold2.Rep05";3
0,394478330069614;0,0152475122952967;"Fold3.Rep05";3
0,394727917017059;0,0147363318234951;"Fold4.Rep05";3
0,396571931494056;0,0159468718268316;"Fold5.Rep05";3
0,400313770724807;0,0145280263816379;"Fold1.Rep06";3
0,389643361189368;0,0146797620062917;"Fold2.Rep06";3
0,388575054635847;0,0142713086516019;"Fold3.Rep06";3
0,397272201962494;0,0174628521939423;"Fold4.Rep06";3
0,395414512532058;0,0166681789018984;"Fold5.Rep06";3
0,399781422745058;0,0150180581218544;"Fold1.Rep07";3
0,392666719859019;0,0162208297463356;"Fold2.Rep07";3
0,396809445973327;0,0145910226176339;"Fold3.Rep07";3
0,394740498961029;0,0163198102761451;"Fold4.Rep07";3
0,387217316899426;0,0152754807529657;"Fold5.Rep07";3
0,396717493511197;0,0154325315655348;"Fold1.Rep08";3
0,392838239122099;0,0146150926247143;"Fold2.Rep08";3
0,386741397942402;0,0150806997738614;"Fold3.Rep08";3
0,397026112460689;0,0152654854080756;"Fold4.Rep08";3
0,397880696066635;0,0171206542287818;"Fold5.Rep08";3
0,39593246076282;0,0141976516985126;"Fold1.Rep09";3
0,390672176781043;0,0163346000681432;"Fold2.Rep09";3
0,396743580822692;0,0161860453819617;"Fold3.Rep09";3
0,396509970371839;0,0152272628302364;"Fold4.Rep09";3
0,39143135718105;0,0154138448358463;"Fold5.Rep09";3
0,400938801479528;0,014802963993285;"Fold1.Rep10";3
0,397098557631095;0,0149613771125139;"Fold2.Rep10";3
0,392560489005644;0,0160865226816327;"Fold3.Rep10";3
0,391595667629377;0,0142318088783317;"Fold4.Rep10";3
0,389044568199441;0,0173699562315478;"Fold5.Rep10";3
0,400069875259989;0,0206079066804027;"Fold1.Rep01";4
0,393179141313237;0,0173774512821712;"Fold2.Rep01";4
0,393655103580001;0,0168154734484819;"Fold3.Rep01";4
0,384575155881652;0,0158851254750434;"Fold4.Rep01";4
0,397307962180651;0,0188246884200527;"Fold5.Rep01";4
0,393737414930987;0,0175641453942146;"Fold1.Rep02";4
0,394890717997841;0,0184748678353617;"Fold2.Rep02";4
0,397798694502844;0,0186531559590543;"Fold3.Rep02";4
0,395267535288157;0,0186410732185872;"Fold4.Rep02";4
0,387107056565327;0,0162705844109994;"Fold5.Rep02";4
0,392647443257893;0,0200025719636875;"Fold1.Rep03";4
0,397001135311267;0,0186976033253089;"Fold2.Rep03";4
0,396288535701249;0,0183538568730284;"Fold3.Rep03";4
0,390377318986981;0,0166093823663701;"Fold4.Rep03";4
0,392547173821326;0,0159905528033242;"Fold5.Rep03";4
0,391306767697507;0,0153977282356607;"Fold1.Rep04";4
0,394818153322353;0,0175469412881192;"Fold2.Rep04";4
0,388883681287901;0,0176092522491938;"Fold3.Rep04";4
0,397449794034947;0,0163738800923578;"Fold4.Rep04";4
0,396490195372001;0,0226839977862224;"Fold5.Rep04";4
0,398124340389306;0,0194617980958589;"Fold1.Rep05";4
0,39774256788362;0,0184584580476312;"Fold2.Rep05";4
0,393377688424232;0,0182499828189711;"Fold3.Rep05";4
0,388878923026291;0,0157554011812558;"Fold4.Rep05";4
0,39067590792283;0,0177141114873853;"Fold5.Rep05";4
0,391672276860877;0,0191240104805957;"Fold1.Rep06";4
0,387755588369479;0,0166623977303348;"Fold2.Rep06";4
0,402646303836602;0,0178821802482922;"Fold3.Rep06";4
0,3936529633531;0,0175544403966419;"Fold4.Rep06";4
0,393057913753016;0,0181521250574952;"Fold5.Rep06";4
0,396059532218555;0,0199164779600487;"Fold1.Rep07";4
0,390152809138024;0,0172101332461299;"Fold2.Rep07";4
0,39039866158525;0,0155190937522261;"Fold3.Rep07";4
0,394132564808587;0,0206820007486019;"Fold4.Rep07";4
0,398097401653715;0,0165389436327058;"Fold5.Rep07";4
0,397474908657081;0,0184257383447712;"Fold1.Rep08";4
0,390023518214388;0,0184616988175378;"Fold2.Rep08";4
0,395095954202563;0,0168929837500228;"Fold3.Rep08";4
0,388384319974306;0,0169764453073115;"Fold4.Rep08";4
0,397839990071565;0,0187356294640815;"Fold5.Rep08";4
0,385945061928076;0,0188671852792208;"Fold1.Rep09";4
0,401343100370893;0,0154932067914414;"Fold2.Rep09";4
0,383827751198846;0,0195041743736478;"Fold3.Rep09";4
0,397726986630598;0,0187363835983156;"Fold4.Rep09";4
0,399726743378455;0,0172169964806334;"Fold5.Rep09";4
0,398084959745069;0,0161315229270348;"Fold1.Rep10";4
0,39359855121285;0,018236962358029;"Fold2.Rep10";4
0,388863929976958;0,0178717975127824;"Fold3.Rep10";4
0,398151290826924;0,0183920778538219;"Fold4.Rep10";4
0,39008577282288;0,0190049612086667;"Fold5.Rep10";4
0,392658565196809;0,0190864429667717;"Fold1.Rep01";5
0,392780896633238;0,0155481665897882;"Fold2.Rep01";5
0,393620185885456;0,0196315938953188;"Fold3.Rep01";5
0,396519350788461;0,018705078687844;"Fold4.Rep01";5
0,392749590787463;0,0194573450429899;"Fold5.Rep01";5
0,398236128546173;0,0181009113244149;"Fold1.Rep02";5
0,391825596719098;0,0190581299340533;"Fold2.Rep02";5
0,384636615437709;0,0168643948181177;"Fold3.Rep02";5
0,390433512245517;0,017781321375978;"Fold4.Rep02";5
0,4030051015754;0,0205685895170938;"Fold5.Rep02";5
0,400890366777733;0,0182052965012511;"Fold1.Rep03";5
0,384452622689351;0,0183636989369727;"Fold2.Rep03";5
0,394196246528874;0,0188731229480727;"Fold3.Rep03";5
0,395767991179678;0,0194144351041232;"Fold4.Rep03";5
0,392892686774909;0,017307706247373;"Fold5.Rep03";5
0,396857049643951;0,0173025676286151;"Fold1.Rep04";5
0,395198671878749;0,0199024707977473;"Fold2.Rep04";5
0,39092525078014;0,0170059712887917;"Fold3.Rep04";5
0,385296145910587;0,0185176941879435;"Fold4.Rep04";5
0,399903238444622;0,019600762312284;"Fold5.Rep04";5
0,404484564732609;0,0207854785852105;"Fold1.Rep05";5
0,399501078281213;0,0176840826279201;"Fold2.Rep05";5
0,395820987322345;0,018617422879677;"Fold3.Rep05";5
0,389324513156309;0,0180131142207378;"Fold4.Rep05";5
0,378804475323489;0,0172213955713629;"Fold5.Rep05";5
0,39845919464887;0,0181297447665992;"Fold1.Rep06";5
0,399705299624197;0,0206644629304518;"Fold2.Rep06";5
0,386428054074625;0,0166378125062663;"Fold3.Rep06";5
0,396445224058751;0,0174883733654751;"Fold4.Rep06";5
0,387109076455431;0,0194703294564049;"Fold5.Rep06";5
0,393117770877864;0,0157634685968143;"Fold1.Rep07";5
0,392036576379284;0,0189193675500875;"Fold2.Rep07";5
0,399019066159353;0,0192927127616503;"Fold3.Rep07";5
0,393432438986981;0,0177334080457129;"Fold4.Rep07";5
0,3906933295749;0,0207823551476533;"Fold5.Rep07";5
0,389879662016709;0,019606931223939;"Fold1.Rep08";5
0,406236972495702;0,0175270578617183;"Fold2.Rep08";5
0,392381916372082;0,0189832364757702;"Fold3.Rep08";5
0,387654444543787;0,0170339413540414;"Fold4.Rep08";5
0,391935627650487;0,0192549890124912;"Fold5.Rep08";5
0,393407469536862;0,0157687486258272;"Fold1.Rep09";5
0,381816384747811;0,0178677537211216;"Fold2.Rep09";5
0,395414433852405;0,0197766713260056;"Fold3.Rep09";5
0,398434441227168;0,0204394692504895;"Fold4.Rep09";5
0,39912304841039;0,0183292162391449;"Fold5.Rep09";5
0,397101316850643;0,0179501446663461;"Fold1.Rep10";5
0,393633652611428;0,0169356610607569;"Fold2.Rep10";5
0,39279290110202;0,0189972685982203;"Fold3.Rep10";5
0,392480932963982;0,0176203591202681;"Fold4.Rep10";5
0,392295333733723;0,0210004964108975;"Fold5.Rep10";5
0,389032819578389;0,0156089299751434;"Fold1.Rep01";6
0,398495620374025;0,0193957127571103;"Fold2.Rep01";6
0,392112744135132;0,0196338722182897;"Fold3.Rep01";6
0,389153553044531;0,0193620647469401;"Fold4.Rep01";6
0,399174809250491;0,0196501298779772;"Fold5.Rep01";6
0,391315642881574;0,0166606784937535;"Fold1.Rep02";6
0,395149450810961;0,0194591719640196;"Fold2.Rep02";6
0,396919573020395;0,01891776045816;"Fold3.Rep02";6
0,39269766670783;0,0194904642497299;"Fold4.Rep02";6
0,392044075635106;0,018731821166959;"Fold5.Rep02";6
0,401581545763018;0,0199931013516469;"Fold1.Rep03";6
0,391905754095689;0,0172644047391922;"Fold2.Rep03";6
0,39297248128275;0,0173995356510923;"Fold3.Rep03";6
0,39670695051053;0,0187171670648719;"Fold4.Rep03";6
0,384845962195453;0,0199067341870844;"Fold5.Rep03";6
0,392677398377149;0,0208087068083035;"Fold1.Rep04";6
0,391029328079669;0,0172897777283116;"Fold2.Rep04";6
0,393104506610275;0,0208514183607487;"Fold3.Rep04";6
0,392828554854012;0,0164007169335797;"Fold4.Rep04";6
0,398447699115086;0,0182712755160619;"Fold5.Rep04";6
0,395201993715568;0,0216627674648818;"Fold1.Rep05";6
0,399198002097451;0,0191592539217281;"Fold2.Rep05";6
0,390875139943809;0,0180001497685742;"Fold3.Rep05";6
0,387283309888611;0,0157530731042917;"Fold4.Rep05";6
0,395486394495524;0,0191592440919033;"Fold5.Rep05";6
0,390786827643086;0,0165776839864916;"Fold1.Rep06";6
0,395345238199256;0,0190282291352869;"Fold2.Rep06";6
0,394702611789213;0,0172939789530958;"Fold3.Rep06";6
0,393789174011909;0,0197562201436746;"Fold4.Rep06";6
0,393493494695475;0,0208733682388734;"Fold5.Rep06";6
0,394431389263594;0,0174063171123904;"Fold1.Rep07";6
0,386105502986498;0,0196080289601161;"Fold2.Rep07";6
0,399667447624449;0,0185853485166757;"Fold3.Rep07";6
0,403738147195484;0,0209782953058529;"Fold4.Rep07";6
0,383881792055625;0,0168956152204669;"Fold5.Rep07";6
0,390774072103371;0,0187539717901902;"Fold1.Rep08";6
0,390827643846944;0,0190226924476902;"Fold2.Rep08";6
0,392239234230847;0,0181657114694077;"Fold3.Rep08";6
0,391673266208245;0,0195518461213406;"Fold4.Rep08";6
0,402523175457246;0,0176837867287574;"Fold5.Rep08";6
0,394246262668323;0,0184621880874876;"Fold1.Rep09";6
0,396340748064344;0,0175704340310768;"Fold2.Rep09";6
0,387759150828787;0,0173936319535186;"Fold3.Rep09";6
0,397161325816052;0,0211505508488229;"Fold4.Rep09";6
0,392510130485448;0,0190315746767648;"Fold5.Rep09";6
0,392843961355882;0,0194987112933174;"Fold1.Rep10";6
0,388213273645496;0,0170949619258713;"Fold2.Rep10";6
0,395733343575879;0,018998838753787;"Fold3.Rep10";6
0,405296401099232;0,0179083185231538;"Fold4.Rep10";6
0,385808546094862;0,0198281242795175;"Fold5.Rep10";6
0,394027828541804;0,0194032383662209;"Fold1.Rep01";7
0,392965463411592;0,0189290441883855;"Fold2.Rep01";7
0,39888958238198;0,0178154108201062;"Fold3.Rep01";7
0,390063172033498;0,0182495868152256;"Fold4.Rep01";7
0,391785716841202;0,0206759073556889;"Fold5.Rep01";7
0,389233492616241;0,0203154170088287;"Fold1.Rep02";7
