"RMSE";"Rsquared";"Resample";"n_vars"
0,395015406608305;0,0182562620919924;"Fold2.Rep02";7
0,38103815096302;0,015158797295757;"Fold3.Rep02";7
0,394445732133414;0,0205522910045235;"Fold4.Rep02";7
0,407625877200851;0,0209839724010789;"Fold5.Rep02";7
0,393517739345167;0,0207849140926067;"Fold1.Rep03";7
0,396668643931065;0,0187465814518368;"Fold2.Rep03";7
0,39054850231042;0,0182125258031581;"Fold3.Rep03";7
0,393879053749202;0,0198465643216573;"Fold4.Rep03";7
0,393109321918571;0,0177213344871837;"Fold5.Rep03";7
0,399958732353851;0,0213544489252356;"Fold1.Rep04";7
0,383593880959123;0,0180338024698266;"Fold2.Rep04";7
0,389936631352808;0,0179868385848475;"Fold3.Rep04";7
0,397911887964072;0,017316968826498;"Fold4.Rep04";7
0,396242944216357;0,0203869663374648;"Fold5.Rep04";7
0,390253802267675;0,0191155998545747;"Fold1.Rep05";7
0,396599452443545;0,0191885089143602;"Fold2.Rep05";7
0,391973944712588;0,0202801528468147;"Fold3.Rep05";7
0,398024836551912;0,0171868996898303;"Fold4.Rep05";7
0,390806841158527;0,0196165081306203;"Fold5.Rep05";7
0,391473508178864;0,0196454223890231;"Fold1.Rep06";7
0,391775780910342;0,0195488448771367;"Fold2.Rep06";7
0,392333837219379;0,0183129533689;"Fold3.Rep06";7
0,393396590507474;0,0189913829654559;"Fold4.Rep06";7
0,398726818343818;0,0187530528954988;"Fold5.Rep06";7
0,397954151418584;0,0208398110794509;"Fold1.Rep07";7
0,390185245996233;0,0187342985616152;"Fold2.Rep07";7
0,394582387991362;0,0212293205338984;"Fold3.Rep07";7
0,395450640973575;0,0181616207558821;"Fold4.Rep07";7
0,389541623792485;0,0163605644351645;"Fold5.Rep07";7
0,395911859683446;0,0190723513623997;"Fold1.Rep08";7
0,395043464106361;0,0181193877616656;"Fold2.Rep08";7
0,399737337925973;0,0207739117238773;"Fold3.Rep08";7
0,389432458254742;0,021138944462815;"Fold4.Rep08";7
0,387506483060705;0,0163811703727021;"Fold5.Rep08";7
0,389751548850882;0,019661345877345;"Fold1.Rep09";7
0,400596613151482;0,020616747468679;"Fold2.Rep09";7
0,394492102083935;0,0181775981944622;"Fold3.Rep09";7
0,395553460395198;0,0190347858568768;"Fold4.Rep09";7
0,387243785502932;0,0177202460757979;"Fold5.Rep09";7
0,397503537670863;0,0201203781522796;"Fold1.Rep10";7
0,401245491438717;0,0200804200247032;"Fold2.Rep10";7
0,38748598122085;0,0160852477875285;"Fold3.Rep10";7
0,391332550743693;0,0198342944428104;"Fold4.Rep10";7
0,39006240378868;0,0192248147336458;"Fold5.Rep10";7
0,396202836005523;0,0178846739007491;"Fold1.Rep01";8
0,389656472993561;0,0178326421582944;"Fold2.Rep01";8
0,391303768031222;0,0208015133747236;"Fold3.Rep01";8
0,385819702082627;0,0197888791987018;"Fold4.Rep01";8
0,404261585773453;0,0205546366987542;"Fold5.Rep01";8
0,396610984600862;0,018973960282691;"Fold1.Rep02";8
0,391738975420861;0,0209441796436541;"Fold2.Rep02";8
0,391590504948895;0,0188683200133009;"Fold3.Rep02";8
0,392658390163789;0,0188413519828263;"Fold4.Rep02";8
0,39488614385308;0,0187723301586354;"Fold5.Rep02";8
0,391798355261523;0,0192388857393073;"Fold1.Rep03";8
0,396298403386368;0,0201776443299229;"Fold2.Rep03";8
0,38771603456149;0,0171674983582524;"Fold3.Rep03";8
0,391661273143998;0,0198659680173583;"Fold4.Rep03";8
0,399899417473599;0,0202687802955977;"Fold5.Rep03";8
0,390418809864162;0,0213358975873838;"Fold1.Rep04";8
0,391112049424298;0,0193138723097233;"Fold2.Rep04";8
0,400212492924285;0,016470126870017;"Fold3.Rep04";8
0,389278516265594;0,0186557295634065;"Fold4.Rep04";8
0,396370330693134;0,0209997189132766;"Fold5.Rep04";8
0,392647507590115;0,0178184538976119;"Fold1.Rep05";8
0,395581511637311;0,0200416077846193;"Fold2.Rep05";8
0,392045904736552;0,0198403437386104;"Fold3.Rep05";8
0,39185321214911;0,0196854480567013;"Fold4.Rep05";8
0,395320145778705;0,0192401117178845;"Fold5.Rep05";8
0,389809298375216;0,0183699445018158;"Fold1.Rep06";8
0,402592139662206;0,0211324124921039;"Fold2.Rep06";8
0,389472381969974;0,0197794761979529;"Fold3.Rep06";8
0,39141769843092;0,0189372402837611;"Fold4.Rep06";8
0,39406899786776;0,0182941959898047;"Fold5.Rep06";8
0,390431316975441;0,0209692055789269;"Fold1.Rep07";8
0,398853400609242;0,0194912336663018;"Fold2.Rep07";8
0,394054407586151;0,0190789518755938;"Fold3.Rep07";8
0,395392655241725;0,0186629166152794;"Fold4.Rep07";8
0,388740507405285;0,0181174418034066;"Fold5.Rep07";8
0,386798258320282;0,0168206843889114;"Fold1.Rep08";8
0,405622512816614;0,0190158017876688;"Fold2.Rep08";8
0,391460922601045;0,0192160513126463;"Fold3.Rep08";8
0,391734185648246;0,0191854428721019;"Fold4.Rep08";8
0,39167292921219;0,022401537901682;"Fold5.Rep08";8
0,393853297855359;0,0172212068233564;"Fold1.Rep09";8
0,38717404293478;0,0217041380858263;"Fold2.Rep09";8
0,397712438106178;0,0201502765356548;"Fold3.Rep09";8
0,392616352916362;0,0208332525537446;"Fold4.Rep09";8
0,396068128787505;0,0169228350312132;"Fold5.Rep09";8
0,396164040576665;0,0204073175389425;"Fold1.Rep10";8
0,394162106343843;0,0210420546955222;"Fold2.Rep10";8
0,394053899800775;0,0192272447223572;"Fold3.Rep10";8
0,396452775482529;0,018607768085682;"Fold4.Rep10";8
0,386616845454748;0,0171988438057328;"Fold5.Rep10";8
0,392795712838953;0,0184250592190876;"Fold1.Rep01";9
0,402248282541306;0,0179815166594748;"Fold2.Rep01";9
0,383931147176006;0,0198452753673725;"Fold3.Rep01";9
0,394132189875091;0,0183882996419293;"Fold4.Rep01";9
0,393996406606984;0,0231961504427143;"Fold5.Rep01";9
0,395572041322668;0,0186672134732532;"Fold1.Rep02";9
0,386749505252035;0,0186404158992941;"Fold2.Rep02";9
0,397570276052858;0,0185833173816186;"Fold3.Rep02";9
0,391198475290976;0,0209838862940168;"Fold4.Rep02";9
0,396021380061892;0,0211910043815821;"Fold5.Rep02";9
0,388445358217261;0,018037588544036;"Fold1.Rep03";9
0,39361405446782;0,018440325019885;"Fold2.Rep03";9
0,38903715464402;0,0199836594146818;"Fold3.Rep03";9
0,400364923559065;0,0198416372468242;"Fold4.Rep03";9
0,39563650185718;0,0217865308308184;"Fold5.Rep03";9
0,390054865151466;0,0200984388598549;"Fold1.Rep04";9
0,394162445653009;0,0175122554953023;"Fold2.Rep04";9
0,393792349071987;0,0209032887170316;"Fold3.Rep04";9
0,395859151206722;0,0201794448442388;"Fold4.Rep04";9
0,393289911077835;0,0193575387844233;"Fold5.Rep04";9
0,395588588695257;0,0200244916946194;"Fold1.Rep05";9
0,395289523268649;0,0194799729079372;"Fold2.Rep05";9
0,399601215683134;0,0202985510110073;"Fold3.Rep05";9
0,388420481023954;0,0200204779194201;"Fold4.Rep05";9
0,388139117200367;0,0183687465019094;"Fold5.Rep05";9
0,387899797798922;0,0168344778291737;"Fold1.Rep06";9
0,401691078934476;0,0175303565078757;"Fold2.Rep06";9
0,390998886142633;0,0222346383845164;"Fold3.Rep06";9
0,391986020951311;0,020793341492122;"Fold4.Rep06";9
0,394517647740141;0,0207851803321599;"Fold5.Rep06";9
0,400023918973091;0,0224783896146032;"Fold1.Rep07";9
0,394358379997807;0,0187512982048694;"Fold2.Rep07";9
0,391240977774344;0,0195108175226493;"Fold3.Rep07";9
0,386478271196106;0,0198887197933124;"Fold4.Rep07";9
0,394966000202653;0,0176108264432867;"Fold5.Rep07";9
0,397535523973372;0,0204799405973452;"Fold1.Rep08";9
0,394112948356912;0,0189057864139526;"Fold2.Rep08";9
0,396098764208633;0,019839297136279;"Fold3.Rep08";9
0,378973707838087;0,0177811367402884;"Fold4.Rep08";9
0,400202983715969;0,021024787073986;"Fold5.Rep08";9
0,393601555573765;0,019356855877288;"Fold1.Rep09";9
0,394432925256706;0,017962226821004;"Fold2.Rep09";9
0,393417546718133;0,0198792568750944;"Fold3.Rep09";9
0,395256285170694;0,0201138345817137;"Fold4.Rep09";9
0,390462430632168;0,0207405574669929;"Fold5.Rep09";9
0,391808202264262;0,02016518119714;"Fold1.Rep10";9
0,391115596150534;0,0204884747848562;"Fold2.Rep10";9
0,398196866014609;0,0198458799863127;"Fold3.Rep10";9
0,396647116937521;0,0180800745142808;"Fold4.Rep10";9
0,389389075259509;0,0193089926251065;"Fold5.Rep10";9
0,395746747278153;0,0192339712716822;"Fold1.Rep01";10
0,393090385806238;0,018220594582569;"Fold2.Rep01";10
0,390464809628088;0,0198117055340965;"Fold3.Rep01";10
0,387506640565889;0,0213218216915818;"Fold4.Rep01";10
0,400207803655287;0,0198238930771737;"Fold5.Rep01";10
0,393298246851106;0,0205176878200423;"Fold1.Rep02";10
0,398656997394003;0,0219842693297417;"Fold2.Rep02";10
0,386754326553905;0,0171867426606187;"Fold3.Rep02";10
0,389284183025012;0,019504090016163;"Fold4.Rep02";10
0,398913766876174;0,0196733405969911;"Fold5.Rep02";10
0,398113289547041;0,0202490085810859;"Fold1.Rep03";10
0,394415833966256;0,0195514352691611;"Fold2.Rep03";10
0,393068742470242;0,0225639141241916;"Fold3.Rep03";10
0,384869986566911;0,0187677871747461;"Fold4.Rep03";10
0,396655390498752;0,0169082087911308;"Fold5.Rep03";10
0,383375461591712;0,019607967997803;"Fold1.Rep04";10
