"RMSE";"Rsquared";"Resample";"n_vars"
0,394253256616938;0,0108333207524047;"Fold1.Rep1";1
0,396032339564961;0,0113052345106677;"Fold2.Rep1";1
0,393315082321109;0,0114819618110334;"Fold1.Rep2";1
0,396977833624982;0,0106657259160621;"Fold2.Rep2";1
0,395746897603601;0,0140907119591412;"Fold1.Rep1";2
0,393523354115535;0,0131695063278033;"Fold2.Rep1";2
0,399268863717842;0,0141687883366808;"Fold1.Rep2";2
0,389974368183213;0,0130658877110504;"Fold2.Rep2";2
0,395579579355864;0,0151282452597214;"Fold1.Rep1";3
0,393022508176502;0,0154342491282827;"Fold2.Rep1";3
0,392957953226082;0,0151460799916524;"Fold1.Rep2";3
0,395650474055533;0,0153913721804843;"Fold2.Rep2";3
0,39197486186184;0,0183461635586341;"Fold1.Rep1";4
0,395726807791222;0,0167057070591559;"Fold2.Rep1";4
0,3974673793049;0,0187475094647296;"Fold1.Rep2";4
0,390301500999893;0,0161751401812201;"Fold2.Rep2";4
0,393589598952086;0,0179564158294011;"Fold1.Rep1";5
0,393912426839631;0,0180849114795881;"Fold2.Rep1";5
0,392123909079723;0,0184774064074368;"Fold1.Rep2";5
0,395392501435598;0,0175091023591159;"Fold2.Rep2";5
0,395320314696755;0,019404031673508;"Fold1.Rep1";6
0,392133286883483;0,0170779529135232;"Fold2.Rep1";6
0,394088916789477;0,0175690327302432;"Fold1.Rep2";6
0,393322980710489;0,0189611445875804;"Fold2.Rep2";6
0,39479054215622;0,0181477974232938;"Fold1.Rep1";7
0,392466400990409;0,019116261211897;"Fold2.Rep1";7
0,395226805261985;0,0195187552183513;"Fold1.Rep2";7
0,392105277076506;0,0174946241082383;"Fold2.Rep2";7
0,395890322545348;0,0178711968902536;"Fold1.Rep1";8
0,391325800818032;0,0196450194375041;"Fold2.Rep1";8
0,389304354122077;0,0189817514842765;"Fold1.Rep2";8
0,397881990358554;0,0185296903400963;"Fold2.Rep2";8
0,392321719756628;0,0183411174384888;"Fold1.Rep1";9
0,39471823435111;0,0200487924122775;"Fold2.Rep1";9
0,393725571045087;0,0200534696548561;"Fold1.Rep2";9
0,393314662224069;0,0183823603474009;"Fold2.Rep2";9
0,389768337067704;0,0189251331697971;"Fold1.Rep1";10
0,397216560489896;0,0196420799719662;"Fold2.Rep1";10
0,396765412769852;0,0201594927435549;"Fold1.Rep2";10
0,390316867160867;0,0183262450832084;"Fold2.Rep2";10
0,388958520594696;0,0193702268424587;"Fold1.Rep1";11
